仓库编码,仓库名称,仓库类型,仓库层级,仓库服务商,状态,国家,省市区,详细地址,邮编,负责人,联系电话,备注,是否实体仓,是否需清关,申报地海关,对应口岸,区间企业,账册编码,创建人,创建时间,更新人,更新时间,仓储货代,外部编码,是否自动生成核注清单,是否需核放申报
ZZ886,强生内购海淘商城-长沙菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-09 19:37:20,乐嘟,2024-01-09 19:37:20,菜鸟,C896,,是
ZZ885,MARGARET天猫国际直营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-01-03 10:47:17,乐嘟,2024-01-03 10:47:17,菜鸟,C875,,是
1226,Nescens长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,湖南省,,,,,,是,否,黄花综保,,,,乐嘟,2023-12-26 18:24:51,千凡,2024-01-03 09:33:20,菜鸟,G104,,是
ZZ884,莎娜普蔓长沙小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-03 09:14:36,乐嘟,2024-01-03 09:14:36,菜鸟,G130,,是
ZZ883,Sig郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-01-02 18:10:21,乐嘟,2024-01-02 18:10:21,菜鸟,E362,,是
ZZ882,LENGLING平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2024-01-02 17:53:19,乐嘟,2024-01-02 17:53:19,菜鸟,G093,,是
ZZ881,ORLANE抖音郑州自贸达仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-01-02 16:25:47,乐嘟,2024-01-02 16:25:47,自贸达,G102,,是
ZZ880,ORLANE长沙小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-02 16:25:11,乐嘟,2024-01-02 16:25:11,菜鸟,G123,,是
ZZ879,莎娜普蔓长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-02 16:24:46,乐嘟,2024-01-02 16:24:46,菜鸟,G099,,是
ZZ878,水羊内购-青岛仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛海关,,,,乐嘟,2024-01-02 16:24:18,乐嘟,2024-01-02 16:24:18,青岛双递,G121,,是
ZZ877,ISANA长沙小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2024-01-02 16:22:48,乐嘟,2024-01-02 16:22:48,菜鸟,G114,,是
ZZ874,CODE8 郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2024-01-02 16:20:27,乐嘟,2024-01-02 16:20:27,菜鸟,G109,,是
ZZ666,城野医生启航仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,长沙黄花综合保税区,湖南拙燕仓跨境供应链管理有限公司,T4921W000065,千凡,2023-03-02 13:59:26,乐嘟,2023-12-29 17:46:34,平台仓,D00580,,是
ZZ872,HapaKristin宁波抖音仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,宁波海关,,,,乐嘟,2023-12-28 17:37:36,乐嘟,2023-12-28 17:37:36,平台仓,G125,,是
ZZ871,寰瑞國際有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-12-28 16:53:22,乐嘟,2023-12-28 16:53:22,平台仓,D01164,,是
ZZ870,SINNPU长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-12-28 16:51:49,乐嘟,2023-12-28 16:51:49,菜鸟,G029,,是
ZZ861,莎娜普蔓郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-12-26 09:26:12,乐嘟,2023-12-26 09:26:12,自贸达,G097,,是
ZZ319,水羊国际考拉仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 19:21:19,乐嘟,2023-12-21 11:10:14,全速通,C604,,是
ZZ858,Dr.K长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-12-07 13:41:28,乐嘟,2023-12-07 13:41:28,菜鸟,G100,,是
ZZ857,Dr.K郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-12-07 13:41:01,乐嘟,2023-12-07 13:41:01,自贸达,G098,,是
AA23110001,AYUNA长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,,2023-11-07 10:33:11,乐嘟,2023-12-04 09:52:52,菜鸟,E996,,是
ZZ856,城野医生郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-11-30 18:28:24,乐嘟,2023-11-30 18:28:24,菜鸟,G115,,是
ZZ855,BM长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-28 11:21:59,乐嘟,2023-11-28 11:22:24,菜鸟,E997,,是
ZZ853,赫美蒂嘉平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,福保税关,,,,乐嘟,2023-11-24 10:12:00,乐嘟,2023-11-24 10:12:00,菜鸟,E688,,是
ZZ852,赫美蒂嘉平潭有好货中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,福保税关,,,,乐嘟,2023-11-24 10:11:42,乐嘟,2023-11-24 10:11:42,菜鸟,E687,,是
AA22100015,平潭跨境通中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,,2022-10-25 17:30:31,乐嘟,2023-11-23 17:13:35,跨境通,E805,,是
ZZ277,香港递四方GFC仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,乐嘟,2023-11-22 15:10:51,香港4PX,E414,,否
ZZ315,ikoo小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 18:00:47,乐嘟,2023-11-22 15:10:14,菜鸟,E404,,是
ZZ316,城野医生考拉保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 18:01:17,乐嘟,2023-11-22 15:10:00,平台仓,E124,,是
ZZ377,城野医生洋葱仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 12:42:18,乐嘟,2023-11-22 15:09:38,自贸达,D00313,,是
ZZ672,城野医生抖音跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2023-02-13 17:48:56,乐嘟,2023-11-22 15:09:24,平台仓,E371,,是
ZZ203,ROGAINE香港御强中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,,2022-06-28 22:05:30,乐嘟,2023-11-22 15:07:10,香港邦盛,E296,,否
ZZ338,rogaine天猫国际直营,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,千凡,2022-07-06 11:24:30,乐嘟,2023-11-22 15:05:17,平台仓,D00450,,是
ZZ679,强生京东多品牌保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,千凡,2023-03-28 15:48:33,乐嘟,2023-11-22 15:04:58,平台仓,E267,,是
E919,NATASHA郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,文森,2023-04-25 16:58:36,乐嘟,2023-11-22 15:04:15,菜鸟,E919,,是
ZZ749,ROGAINE阿里健康海外代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-07-05 15:14:07,乐嘟,2023-11-22 15:03:36,香港4PX,C870,,是
CK0030,Rogaine4px虚拟中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,千凡,2022-06-28 20:41:21,乐嘟,2023-11-22 15:02:14,香港4PX,C814,,是
ZZ211,TDC自贸达中间保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,乐嘟,2023-11-22 15:00:06,自贸达,E472,,是
ZZ784,IKOO郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-08-30 14:22:14,乐嘟,2023-11-22 14:59:44,菜鸟,E922,,是
ZZ851,Neoretin长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-20 17:40:36,乐嘟,2023-11-20 17:40:36,菜鸟,G011,,是
ZZ850,Milamoursi长沙菜鸟,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-20 17:40:19,乐嘟,2023-11-20 17:40:19,菜鸟,E988,,是
ZZ102,KIKO上海基森保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,乐嘟,2023-11-17 16:27:23,上海基森,E203,,是
ZZ848,TrueB郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-11-09 14:26:29,乐嘟,2023-11-09 14:26:29,自贸达,E614,,是
ZZ847,Rohr R郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-11-03 17:30:50,乐嘟,2023-11-03 17:30:50,自贸达,G103,,是
ZZ1102,Novexpert武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,乐嘟,2023-11-02 14:07:06,乐嘟,2023-11-02 15:29:48,菜鸟,E786,,是
ZZ1102-2,CASAMORATI平潭有好货菜,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2023-11-02 15:21:26,乐嘟,2023-11-02 15:29:32,菜鸟,E748,,是
ZZ842,香港奥美有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-11-02 09:04:58,乐嘟,2023-11-02 10:26:45,平台仓,D01159,,否
ZZ846,STARRY (HK) TRADING LIMIT,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-11-02 10:26:29,乐嘟,2023-11-02 10:26:29,平台仓,D01162,,是
ZZ845,ISANA长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-02 10:09:29,乐嘟,2023-11-02 10:09:29,菜鸟,G003,,是
ZZ844,hince长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-02 10:09:07,乐嘟,2023-11-02 10:09:07,菜鸟,E985,,是
ZZ843,美斯蒂克长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-02 09:50:14,乐嘟,2023-11-02 09:50:14,菜鸟,E986,,是
CK0007,DrSebagh赛贝格抖音跨境店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-06-28 19:31:57,乐嘟,2023-11-01 16:05:10,自贸达,E563,,是
ZZ246,抖音郑州综合仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,乐嘟,2023-11-01 16:04:59,自贸达,E341,,是
ZZ131,LUMENE郑州自贸达抖音仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,乐嘟,2023-11-01 16:04:05,自贸达,E556,,是
ZZ114,LIERAC郑州抖音自贸达仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,乐嘟,2023-11-01 16:03:46,自贸达,E419,,是
ZZ289,抖音水羊海外代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-07-04 16:30:55,乐嘟,2023-11-01 16:03:37,自贸达,C733,,是
ZZ646,JOLOVES抖音官旗保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,长沙黄花综合保税区,湖南拙燕仓跨境供应链管理有限公司,T4921W000065,千凡,2023-02-02 14:04:22,乐嘟,2023-11-01 16:03:27,自贸达,E677,,是
ZZ694,JO LOVES 抖音官旗平潭保,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2023-04-11 17:07:19,乐嘟,2023-11-01 16:03:13,自贸达,E846,,是
ZZ346,Fenty Beauty抖音仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-08-02 16:12:17,乐嘟,2023-11-01 16:02:28,自贸达,E493,,是
CK0042,城野医生抖音跨境自营仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-06-28 20:48:36,乐嘟,2023-11-01 16:02:19,自贸达,E478,,是
ZZ629,AMOUAGE抖音旗舰店-跨境,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,千凡,2022-11-18 20:43:41,乐嘟,2023-11-01 16:01:29,自贸达,E680,,是
ZZ389,CELLEX-C抖音海外旗舰店仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-08-15 11:36:54,乐嘟,2023-11-01 16:01:03,自贸达,E488,,是
ZZ508,抖音NATASHA海外旗舰店仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,千凡,2022-08-30 17:38:54,乐嘟,2023-11-01 16:00:39,自贸达,E604,,是
ZZ381,城野医生仪菲跨境分销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-08-03 14:17:43,乐嘟,2023-11-01 13:44:36,平台仓,D00476,,是
ZZ840,comfortz长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-11-01 10:25:05,乐嘟,2023-11-01 10:25:05,菜鸟,E974,,是
ZZ839,legology长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-31 18:00:13,乐嘟,2023-10-31 18:00:13,菜鸟,E999,,是
ZZ838,MG长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-31 17:37:03,乐嘟,2023-10-31 17:37:03,菜鸟,G092,,是
ZZ837,revitala长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-31 10:33:03,乐嘟,2023-10-31 10:33:03,菜鸟,G021,,是
ZZ834,GSBeauty长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-30 09:26:26,乐嘟,2023-10-30 09:26:26,菜鸟,E995,,是
ZZ833,水羊堂天猫青岛双递菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛海关,,,,乐嘟,2023-10-30 09:13:40,乐嘟,2023-10-30 09:13:40,菜鸟,E777,,是
ZZ832,TRUE B长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-30 09:13:09,乐嘟,2023-10-30 09:13:09,菜鸟,E993,,是
ZZ831,伊诗贝格长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-26 14:35:47,乐嘟,2023-10-26 14:35:47,菜鸟,G008,,是
ZZ829,ciate长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-26 14:34:58,乐嘟,2023-10-26 14:34:58,菜鸟,G002,,是
ZZ828,PREP长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-26 14:34:34,乐嘟,2023-10-26 14:34:34,菜鸟,E992,,是
ZZ827,BLANX长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-26 14:34:10,乐嘟,2023-10-26 14:34:10,菜鸟,E991,,是
ZZ825,DS长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-18 17:51:39,乐嘟,2023-10-18 17:51:39,菜鸟,E990,,是
ZZ824,香港锦堂国际有限公司-城野医生,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-10-13 16:12:09,乐嘟,2023-10-13 16:12:09,平台仓,D01133,,否
AA22120005,水羊堂小程序青岛双递保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛西海岸新区保税物流中心,,,,,2022-12-01 18:24:20,千凡,2023-10-12 16:03:06,青岛双递,E813,,是
ZZ253,露得清宁波富力仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,乐嘟,2023-10-09 17:06:47,宁波富立,E339,,是
ZZ823,ADO平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2023-10-09 11:48:29,乐嘟,2023-10-09 11:48:29,菜鸟,E707,,是
ZZ822,MD长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-10-07 10:37:14,乐嘟,2023-10-07 10:37:14,菜鸟,E998,,是
ZZ702,蔚来有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,香港海关,,,,千凡,2023-04-28 17:02:43,乐嘟,2023-10-07 09:48:49,平台仓,D01114,,是
AA23090001,KIKO长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,,2023-09-06 10:09:01,乐嘟,2023-10-05 15:21:21,菜鸟,E978,,是
ZZ820,JuiceB长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-28 13:52:09,乐嘟,2023-09-28 13:52:09,菜鸟,E973,,是
ZZ819,ORLANE长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-28 13:51:42,乐嘟,2023-09-28 13:51:42,菜鸟,G007,,是
ZZ818,H&B郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,乐嘟,2023-09-28 13:51:00,乐嘟,2023-09-28 13:51:00,菜鸟,E255,,是
ZZ817,SEASONLY长沙菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-28 13:49:27,乐嘟,2023-09-28 13:49:27,菜鸟,G064,,是
ZZ816,EASTERN LAND LIMITED,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州关区,,,,乐嘟,2023-09-28 10:07:45,乐嘟,2023-09-28 10:07:45,平台仓,D01155,,是
ZZ814,MAJDA青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛物流,,,,乐嘟,2023-09-28 09:20:11,乐嘟,2023-09-28 09:20:11,菜鸟,E738,,是
ZZ813,Natasha长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-28 09:19:16,乐嘟,2023-09-28 09:19:16,菜鸟,G005,,是
ZZ811,TrueB郑州自贸达菜鸟仓（新）,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,乐嘟,2023-09-27 16:00:18,乐嘟,2023-09-27 16:00:18,菜鸟,G073,,是
ZZ810,MESOESTETIC天猫国际直营店采销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,慈加工区,,,,乐嘟,2023-09-25 09:37:05,乐嘟,2023-09-25 09:37:05,平台仓,D01143,,是
ZZ808,强生海外旗舰店长沙菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-22 15:39:57,乐嘟,2023-09-22 15:39:57,菜鸟,G065,,是
ZZ806,拙燕切仓专用中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-14 16:11:18,乐嘟,2023-09-14 16:11:18,平台仓,E605,,是
ZZ803,TDC平潭有好货中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2023-09-05 14:11:18,乐嘟,2023-09-05 14:11:18,菜鸟,E759,,是
ZZ068,EVIDENS香港水羊仓,保税仓,区域仓,拙燕仓,启用,中国,,,,,,,是,否,黄花综保,,,,,2022-06-28 22:05:30,乐嘟,2023-09-05 14:09:04,长沙拙燕电子商务,C126,,否
ZZ802,露得清长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,乐嘟,2023-09-04 11:04:27,乐嘟,2023-09-04 11:04:27,菜鸟,E976,,是
ZZ801,HAPAKRISTIN海外京东自营旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,金关永办,,,,乐嘟,2023-09-04 10:57:13,乐嘟,2023-09-04 10:57:13,平台仓,D01131,,是
ZZ800,"HPZ BUSINESS TRADE CO., L",保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-09-04 09:40:29,乐嘟,2023-09-04 09:40:29,平台仓,D01137,,是
ZZ799,陽光環球多品牌仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,香港海关,,,,乐嘟,2023-09-04 09:39:38,乐嘟,2023-09-04 09:39:38,平台仓,D01140,,是
ZZ798,强生长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,,,,千凡,2023-09-02 11:14:53,千凡,2023-09-02 11:14:53,菜鸟,E982,,是
ZZ793,LUMENE长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,长沙海关,,,,乐嘟,2023-09-01 09:21:39,乐嘟,2023-09-01 09:21:39,菜鸟,E980,,是
ZZ792,NB1942郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,乐嘟,2023-09-01 09:20:05,乐嘟,2023-09-01 09:20:05,菜鸟,E453,,是
ZZ789,AMOUAGE青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛物流,,,,乐嘟,2023-08-31 15:17:03,乐嘟,2023-08-31 15:17:03,菜鸟,E698,,是
ZZ788,MEMO青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,青岛物流,,,,乐嘟,2023-08-31 15:16:24,乐嘟,2023-08-31 15:16:24,菜鸟,E690,,是
ZZ787,NB1942郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,乐嘟,2023-08-31 11:29:48,乐嘟,2023-08-31 11:29:48,自贸达,E452,,是
ZZ783,BioNik武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉海关,,,,乐嘟,2023-08-30 09:22:26,乐嘟,2023-08-30 09:22:26,菜鸟,E818,,是
ZZ778,H&B杭州心怡中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,杭州海关,,,,乐嘟,2023-08-28 09:17:55,乐嘟,2023-08-28 09:17:55,菜鸟,E903,,是
ZZ777,H&B杭州心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,杭州海关,,,,乐嘟,2023-08-28 09:17:34,乐嘟,2023-08-28 09:17:34,菜鸟,E902,,是
ZZ775,BLINC郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-08-15 10:48:20,乐嘟,2023-08-15 10:48:20,自贸达,E970,,是
ZZ774,AC郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-08-15 10:47:49,乐嘟,2023-08-15 10:47:49,自贸达,E971,,是
ZZ773,城野医生抖音跨境郑州易通仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州关区,,,,乐嘟,2023-08-14 09:17:40,乐嘟,2023-08-14 09:17:40,河南易通,E961,,是
ZZ562,Lubriderm阿里健康海外仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,,,,,千凡,2022-10-08 19:34:35,乐嘟,2023-08-09 16:29:36,平台仓,C823,,是
ZZ772,LAKME郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-08-04 14:37:48,乐嘟,2023-08-04 14:37:48,自贸达,E966,,是
ZZ771,SEASONLY郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-08-04 14:37:25,乐嘟,2023-08-04 14:37:25,自贸达,E967,,是
ZZ769,ARKO平潭菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2023-08-01 16:56:25,乐嘟,2023-08-01 16:56:25,菜鸟,E950,,是
ZZ768,DrSpiller菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-08-01 16:40:20,乐嘟,2023-08-01 16:40:20,菜鸟,E548,,是
ZZ766,香港池羽贸易有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,乐嘟,2023-08-01 10:37:52,乐嘟,2023-08-01 10:37:52,平台仓,D01134,,否
ZZ765,ORLANE杭州海仓菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,杭州综保,,,,乐嘟,2023-07-31 13:43:34,乐嘟,2023-07-31 13:43:34,菜鸟,E926,,是
ZZ764,水羊堂菜鸟平潭保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,乐嘟,2023-07-27 16:57:02,乐嘟,2023-07-27 16:57:02,菜鸟,E948,,是
ZZ763,SALT&ST郑州心怡菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,乐嘟,2023-07-26 17:43:18,乐嘟,2023-07-26 17:43:18,菜鸟,E941,,是
ZZ761,skinre郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-07-24 14:30:41,乐嘟,2023-07-24 14:30:41,自贸达,E861,,是
ZZ229,邦迪上海基森中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,乐嘟,2023-07-18 14:04:08,上海基森,E235,,是
ZZ255,露得清拼多多宁波富立保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,乐嘟,2023-07-18 14:03:23,宁波富立,E366,,是
ZZ220,ZELENS宁波富立菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,,2022-06-28 22:05:30,乐嘟,2023-07-18 14:02:51,菜鸟,E465,,是
CK0048,丽得姿中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,千凡,2022-06-28 20:52:55,乐嘟,2023-07-18 13:57:59,自贸达,E171,,是
